Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
India,10.16996437,10.04067989,9.751062622,9.430946838,9.139266212,8.735059623,8.259083135,8.26194773,8.156043433,7.863180499,7.607625796,7.394814165,6.868408814,6.487268379,6.404803824,6.319596372,6.142079109,5.974066743,5.901817194,5.808612598,5.84580108,5.912433764,5.749263564,5.460747201,4.988844373,4.671723564,4.521732989,4.360449348
Indonesia,9.358730861,8.729796584,8.137720489,7.558158019,6.957012013,6.431660847,6.048050608,5.816231852,5.73950594,5.429813337,5.011500691,4.780824349,4.585327863,4.429195835,4.332124203,4.143713456,3.980290683,3.837945503,3.696301604,3.51474533,3.305647654,3.122850494,2.927708213,2.736559224,2.53985824,2.383993781,2.303845951,2.218521899
Iran,5.277283653,5.073892337,4.945890798,4.805932401,4.654180034,4.530022873,4.421804436,4.317206302,4.207664673,4.016691879,3.785305358,3.590010666,3.437027725,3.294656178,3.117812263,2.913019424,2.738959141,2.599766696,2.461361514,2.335881592,2.206551349,2.078574335,1.961832189,1.830505505,1.630199672,1.463874693,1.340239076,1.270110635
Iraq,3.978308982,3.961772769,3.834667461,3.793672396,3.829402021,3.843675577,3.949101446,3.974940032,3.750527854,3.623321611,3.569062461,3.299417547,3.283415524,3.183246061,3.034789534,2.922516664,2.815781029,2.647564088,2.474328296,2.310081221,2.166266512,1.995077261,1.84428966,1.712813666,1.612062925,1.451633103,1.376143423,1.327917328
Ireland,2.071033761,2.041638319,1.946119921,1.936189988,1.889809879,1.892249506,1.802566546,1.662675047,1.694657923,1.669589774,1.68138958,1.611852418,1.580312792,1.38154742,1.37684863,1.343857754,1.318626233,1.289837178,1.282804484,1.278894704,1.096756847,1.120234802,1.115788664,1.063772282,1.034128326,0.959405708,0.915011284,0.919654867
Israel,1.452648826,1.450425476,1.439057605,1.282928707,1.211289607,1.114176469,0.975297483,0.90970475,0.833737618,0.869275331,0.887733893,0.920884144,0.896940732,0.828755507,0.801708911,0.787153782,0.773449485,0.762315502,0.745610913,0.690254527,0.684852036,0.664370908,0.63952725,0.638771328,0.626315609,0.611389505,0.60441539,0.592264698
Italy,1.203293517,1.212789109,1.175913013,1.106795601,1.073625745,1.030506351,0.99302153,0.971608013,0.941283636,0.91604166,0.919189482,0.908102859,0.908046514,0.901382989,0.862794668,0.858947536,0.857464026,0.862882908,0.870995288,0.860593285,0.835618862,0.840359406,0.834649623,0.844630745,0.783075669,0.779523347,0.735876631,0.720623406
"Ivory Coast",7.151348444,6.977063876,6.778222885,6.728174109,6.665837466,6.579691122,6.467212923,6.276209605,6.106997312,5.97692461,5.746413199,5.384762966,5.14412285,4.97788109,4.945586314,4.971421104,5.142942456,4.995692322,4.707119392,4.526473067,4.406187303,4.311422282,4.653554591,4.657960548,4.798736564,4.667734385,4.462094405,4.175674468
Jamaica,1.221591884,1.248114751,1.240695591,1.255167406,1.278329391,1.305821515,1.332177301,1.355685351,1.349272551,1.354325542,1.311842908,1.158003673,1.03210785,0.870125556,0.747007147,0.814071231,0.899620938,0.949820163,1.023597911,1.00740392,0.853136943,0.93897965,1.082554632,1.102014056,1.143137302,1.1885085,1.15653042,1.1504644
Japan,2.841825983,2.961678074,3.121211418,3.321226333,3.496542549,3.909702656,4.043453795,4.207283193,4.476706816,4.651498354,4.62678398,4.626406721,4.622301704,4.719661384,4.769699212,4.96368611,4.979209021,5.072399905,5.214271254,5.305317532,5.514026107,5.745261711,5.806120584,5.798291989,5.709479048,5.599215205,5.660539724,5.742681411
Jordan,3.357226639,3.235411745,3.139731053,3.069038816,2.996046414,2.950900037,2.923265163,2.832696778,2.77368807,2.641932281,2.540807959,2.409351376,2.279719728,2.147953412,2.021082696,1.900980316,1.81087568,1.722660681,1.616002265,1.46921187,1.326828835,1.246808726,1.174442208,1.106401479,1.097154019,1.070764391,1.040027445,1.013280644
Kazakhstan,12.2993958,11.91384596,11.65314511,11.4243396,11.08578682,11.36622598,11.25379107,10.70603726,10.30150909,9.723096835,10.46152422,10.69317945,10.75321826,10.68057987,10.54718276,10.49264223,9.985102783,9.334007971,8.208546081,7.28358239,7.100948603,6.611199775,6.316153409,5.880182103,5.527242544,5.300224179,5.246169709,5.157919544
Kenya,4.132179228,4.005161288,3.946423271,3.847813053,3.817697204,3.753981182,3.649798958,3.61567779,3.514454859,3.364806751,3.368839548,3.274955238,3.254133547,3.231132898,3.128608798,3.09753485,3.181527426,3.064865141,2.956063566,2.897663571,2.904396258,2.855825426,2.725513737,2.594132704,2.43576706,2.355286457,2.285660227,2.289045273
Kiribati,7.496995071,7.344850315,7.219385951,7.179146247,6.508400868,5.793606607,5.666116145,5.796229187,5.548349822,5.794211413,5.753906345,5.94127793,5.905292038,5.838844637,5.750348106,5.749646067,5.764412413,6.005883312,6.02507603,6.020497651,5.99386788,5.923801364,5.762968922,5.660288245,5.557871296,5.414856231,5.297292572,5.182267542
Kuwait,1.842414184,1.521068306,1.515046478,1.44740153,1.473369324,1.499612769,1.385555838,1.38722159,1.241508618,1.24908208,1.16869979,1.061715399,1.023177898,0.978960861,0.997976102,0.962661669,0.909554562,0.880695769,0.867094446,0.835119048,0.766955808,0.683276803,0.676624444,0.654308469,0.597739871,0.587602209,0.575188322,0.565330734
Kyrgyzstan,14.46895179,14.77360869,14.3395735,14.20419272,14.20441907,13.81787471,13.35054124,12.77180093,12.0022927,10.93009979,9.540180259,8.824895976,8.546646098,8.170077106,7.941998716,7.723599351,7.499555097,7.061931524,6.526302025,6.061393172,5.967644634,5.717014228,5.512818682,5.242472069,5.035261807,4.848054915,4.549450569,4.474556883
Laos,21.07965111,20.51590094,19.8075964,19.15359791,18.57933492,18.03289498,17.62411649,17.26576725,16.88798641,16.43043496,15.90807659,15.48876317,15.15573523,14.5434104,13.83228224,13.12521257,12.36499671,11.44219991,11.39000017,10.72519856,10.02776202,9.391076402,8.968110615,8.478935821,8.054221877,7.673394227,7.29036497,6.898653839
Latvia,16.18340784,17.04887541,18.10450611,20.72059254,22.96303411,20.14424481,14.8468858,13.8171701,14.11005771,13.44012511,12.50848899,13.20843302,12.57245907,11.56106682,11.0906233,11.81805091,12.22692891,11.57266608,10.01798621,9.032113722,8.896194529,8.042793833,7.744388611,7.754284051,7.903768118,7.389610908,7.319719911,7.291455843
Lebanon,2.487881672,2.445434183,2.410644679,2.37389823,2.329525107,2.332443368,2.242572635,2.148668777,2.042663272,1.906581507,1.753628158,1.640964898,1.527972878,1.43071413,1.348143143,1.282103013,1.21960185,1.199942943,1.189429284,1.187610041,1.163386793,1.15603481,1.13742301,1.126769889,1.108933641,1.086746343,1.060980743,1.036131322
Lesotho,4.803191228,4.643511538,4.55244187,4.482467374,4.477094132,4.470724946,4.512987271,4.646065998,4.833415789,5.06310475,5.442815182,5.759769319,6.024631453,6.240045621,6.459766485,6.580014553,6.692886393,6.715774184,6.803003021,6.6345365,6.529718664,6.5324434,6.470642698,6.398800047,6.340413632,6.246743042,5.972211319,5.744374971
Liberia,11.35977155,9.980551311,8.464849351,8.468913119,8.471306099,7.648126043,7.32628612,6.825834328,6.577711935,6.154499872,5.645788608,5.280073802,4.910933785,4.61054549,4.305810895,4.207071699,3.897139012,3.627244268,3.516337024,3.575620776,3.49803592,3.499998986,3.746090352,3.678180044,3.356120093,3.160831738,3.021785027,2.796996888
Libya,3.314813387,3.215795437,3.112716674,3.049189405,2.987122446,2.94210285,2.800884052,2.80922742,2.759120405,2.688187274,2.60283399,2.527438937,2.393134716,2.289278249,2.226053199,2.09552726,2.004167755,1.971674237,2.067377918,2.147047348,2.211864163,2.316012059,2.272892055,2.097347389,2.034102815,2.014380329,1.84712486,1.802840353
Lithuania,14.66978944,16.00630645,16.06570171,16.92036998,17.90783491,16.3843036,13.97027091,12.91636197,12.34712551,12.23897941,11.5770316,12.12220643,11.56750055,11.08929673,10.93382042,11.74452712,12.00553286,12.59573062,11.44332269,9.883659286,9.559071296,8.942861763,8.579900557,8.430801965,8.04377842,7.578133106,7.522322215,7.522675594
Luxembourg,1.132794859,1.103942091,1.08850867,1.072317286,1.050269116,0.987403807,0.929281672,0.885908517,0.843987475,0.819638827,0.8205178,0.812381008,0.810536384,0.798619011,0.77174774,0.734924909,0.720154824,0.705471101,0.676558699,0.661344393,0.650368577,0.635633676,0.612792146,0.602970584,0.589550598,0.582209474,0.571924322,0.566366563
"Macedonia (F.Y.R.O.M.)",1.470947858,1.441558491,1.407458533,1.340903017,1.323414099,1.278235117,1.244963571,1.246353752,1.250361902,1.203595526,1.2610696,1.353105009,1.430005978,1.397074365,1.302735064,1.28675102,1.321245094,1.314460759,1.273313089,1.304669553,1.252769481,1.175726653,1.192679741,1.153979079,1.159324498,1.191452822,1.241870778,1.198052399
Madagascar,8.429543973,8.259489794,8.011586452,7.94285734,7.591795221,7.312076611,7.035193468,6.694621807,6.366950263,5.846471954,5.596786169,5.29808295,4.533392027,4.32931547,4.104895802,4.115504991,4.018878637,3.936667206,3.981203498,4.011006219,3.835884596,3.883962139,3.785782087,3.633593029,3.576194242,3.494794356,3.2662278,3.191940744
Malawi,9.534154164,9.647281205,9.417448819,9.682304527,9.818581915,9.722457278,8.956758632,8.413159732,7.580178787,7.697592566,7.430555736,6.917056523,6.114441614,5.862662421,5.56675431,5.195609553,5.097451121,4.958432095,4.621500137,4.697971119,4.580226551,4.685534593,4.458070579,4.186710733,3.884938747,3.762816627,3.562649745,3.351597601
Malaysia,4.171373462,4.016725769,3.87992925,3.764319085,3.72340998,3.789572035,3.66839528,3.656408202,3.475349504,3.481690154,3.285725717,3.090610417,3.01531065,3.117591292,3.054693514,2.958154148,2.853735681,2.86812739,2.99296909,3.121634267,2.928473935,2.756142948,2.74185582,2.644947416,2.81972654,2.904711287,2.849803381,2.856710139
Maldives,16.83914795,15.46207699,13.98345123,12.60652886,11.59233567,10.49311819,10.00261956,9.919735552,9.43754416,8.641010705,8.048530378,7.406729167,6.842641129,6.554820198,6.217103706,5.896090984,5.68873776,5.290222491,4.90984505,4.452577704,4.110509747,3.798405339,3.588523184,3.422363039,3.304237932,3.210528424,3.142463057,3.089071796
Mali,13.56083707,13.27288742,13.00457762,12.62932192,12.32039819,11.67111325,11.23105334,10.76024095,10.32369164,10.28539689,9.942764257,9.618339628,10.01769059,9.775040467,9.153505068,8.819427441,8.74405597,8.45289488,8.635738503,8.429261964,8.151488999,7.594678572,7.649641146,7.210596623,7.081932819,7.164874156,7.922251077,7.518430599
Malta,1.260683375,1.263133921,1.258614525,1.22311243,1.213076724,1.178418637,1.141370531,1.123365433,1.0942094,1.104009268,1.121981127,1.124058081,1.130596007,1.143630119,1.142097725,1.130116772,1.154670578,1.16791884,1.155229538,1.129188502,1.115710181,1.055703805,1.051448797,1.049730805,1.031790277,1.036895754,1.077119045,1.087806039
"Marshall Islands",10.43867422,10.60461447,10.36674873,10.23052508,10.19491928,10.36520934,10.40608474,10.49562514,10.58843973,11.04850733,11.40176389,11.58396682,12.00218503,12.21636193,12.32302898,12.36557059,12.35264548,12.31972237,12.14801584,11.97649544,11.90840188,11.7450421,11.44610902,11.23203203,11.17745523,11.02303052,10.76087557,10.63765338
Mauritania,4.752031991,4.659525314,4.56803771,4.491861192,4.411699588,4.27704898,4.342914458,4.239573222,4.172376906,4.080715928,3.994691478,3.923682421,3.804373237,3.636834126,3.45187637,3.482261278,3.385462243,3.262278414,3.113411935,3.036480556,2.874623937,2.777894069,2.711613857,2.610340093,2.498288145,2.418586056,2.327631263,2.231674135
Mauritius,4.622581107,4.433310854,4.377165049,4.513460928,4.725640041,4.869978627,4.996572793,4.871425068,4.398410498,4.054625649,3.845253941,4.013484005,4.109423362,3.961175338,3.86266101,3.933871221,3.924783458,4.021872415,4.208575289,4.312826233,4.123814478,3.975564416,3.829303335,3.575690551,3.683196413,3.691160071,3.622997013,3.624151433
Mexico,6.474355978,6.204911582,5.95253174,5.603404514,5.229866467,4.922840062,4.613544188,4.506072132,4.44967862,4.208611325,3.942165792,3.739749423,3.644364293,3.543135373,3.339421598,3.278877828,3.191574677,3.150703198,3.236556451,3.237725532,3.160385445,3.005924187,2.84876307,2.646167606,2.578761053,2.548139251,2.559631744,2.609501271
Micronesia,9.78327473,9.652098037,9.530814842,9.397980912,9.321037032,9.196052788,9.107521624,9.011152804,8.936380133,8.930214066,8.94197861,8.925870157,8.887899314,8.794194513,8.774005501,8.786070471,8.730343018,8.681932131,8.625448168,8.554983138,8.451533723,8.419131283,8.386085667,8.326669563,8.293907009,8.313407497,8.250264607,8.236007553
Moldova,11.88461029,11.60665065,10.6032579,10.13992594,10.99615409,10.69349386,9.634579697,8.319646509,8.116950836,8.187583093,8.049864426,8.080036693,7.959421678,7.935514637,8.260868887,8.961995086,8.667777824,8.342238783,8.075788355,7.978021455,7.849792991,6.76655961,6.395916547,5.970178732,6.035351088,6.036063264,5.820299056,5.594552085
Mongolia,6.950048526,6.818760439,7.355743798,7.590115671,7.567377912,7.660201247,7.413316796,7.050326233,6.503558849,6.133681184,6.116274795,6.022132577,5.999251822,6.0029521,6.084146398,6.129094298,6.010981718,5.809390226,5.394595697,5.211747268,5.193285458,5.061350376,5.002916805,4.875441167,4.74249587,4.564251343,4.416562532,4.388835984
Montenegro,1.470254883,1.497653404,1.458160356,1.443100031,1.441020857,1.456478999,1.464271062,1.452801568,1.500008881,1.510120254,1.404095949,1.394611575,1.350590687,1.28643762,1.28766785,1.255710168,1.192077786,1.141726897,1.091477475,1.054582459,1.019991932,0.935038205,0.953265701,0.966589527,0.965748758,0.921451211,0.953238259,0.950294234
Morocco,5.00796233,4.760542768,4.531280382,4.378852695,4.206829172,4.118044503,4.006337654,3.841305322,3.672570273,3.499991912,3.296829941,3.126481101,2.972936325,2.826794954,2.665711918,2.522724317,2.36808686,2.258291376,2.198370515,2.21309495,2.168700704,2.121546928,2.053534998,1.96689442,1.960633148,1.893121028,1.832878479,1.764533035
Mozambique,10.38464049,10.21511015,9.646314429,9.518375116,8.919527396,8.538866431,8.230984127,7.973329636,7.424833898,7.336334353,7.01346631,6.564185205,6.138227802,5.911326142,5.770966141,5.435283899,5.709454044,5.70476224,5.690006547,5.43046087,5.123647088,4.921078937,4.73281639,4.534663226,4.460742386,4.33494078,4.096324285,3.888890855
Namibia,4.907150646,4.761191313,4.658951492,4.534657064,4.476365952,4.45060303,4.478688921,4.502536568,4.792347205,4.870630194,4.930540375,4.870230368,4.889864664,4.761139867,4.639882524,4.464694393,4.209333191,4.031364928,3.834821094,3.640078983,3.52235601,3.352745678,3.205104066,3.173990251,3.072676388,2.986761204,2.918990678,2.902450906
Nepal,14.18575244,12.9862521,11.83942212,10.97121725,10.05469406,9.22933638,8.433682404,7.810475522,7.154872122,6.530868088,5.968882725,5.457644951,5.036165941,4.71830485,4.402495675,4.496626131,4.439855079,4.271577514,4.085377336,3.917728117,3.700835164,3.587817871,3.468498436,3.490238958,3.243171687,3.346988054,3.246776002,3.148315987
Netherlands,0.899544285,0.832268046,0.803125928,0.809901487,0.768644314,0.747314803,0.736170231,0.729609512,0.729529349,0.748625133,0.765398651,0.757819809,0.765003583,0.748226177,0.723502388,0.706373108,0.682509691,0.655421501,0.657457563,0.648708169,0.641271029,0.636291515,0.644262165,0.637079859,0.622565229,0.629509364,0.643543486,0.633584038
"New Zealand",2.127677217,2.010892512,1.976814024,1.909585868,1.84533325,1.894160078,1.875257947,1.889312349,1.822984611,1.787633549,1.653561075,1.571713179,1.601373542,1.508090824,1.449522307,1.409640734,1.366062829,1.406104039,1.402547869,1.363170944,1.328102139,1.31846281,1.246237445,1.226642383,1.21405108,1.192676135,1.185180912,1.204753975
Nicaragua,6.301328392,6.35218427,6.056306321,5.884766566,5.738676983,5.536250915,5.321083365,5.125996612,5.036223936,4.96097875,4.757930849,4.684003676,4.624286428,4.530601814,4.358968135,4.23871519,3.897809557,3.778778608,3.659229737,3.448022618,3.172831692,3.089592949,3.041432763,2.974111569,2.937403311,2.680545338,2.55448171,2.505387875
Niger,17.04068079,16.35763952,15.7078765,15.00819597,14.22348525,13.53129986,12.89781248,12.38994762,11.81848639,11.39512811,10.99945054,10.51771622,9.867492106,9.214025914,8.49840207,8.806336204,8.439551968,7.902649519,7.333131848,7.032372665,6.537072765,6.43709172,6.189009653,6.211576727,6.141225586,6.038254931,5.995171138,5.627611635
Nigeria,7.261465154,7.190356873,7.095067442,6.951685361,6.872910781,6.735013891,6.594397537,6.424336172,6.232169313,6.090929599,5.928870543,5.654134303,5.412982591,5.221929564,4.941511594,4.729947668,4.713656312,4.57634219,4.291168669,4.173388123,4.028664565,3.949787622,3.982772162,3.820518873,3.881682385,3.884620227,3.998445233,3.790481201
"North Korea",7.134026018,6.866836023,7.001918935,6.873428354,7.036178309,7.289844685,7.281458398,7.37216874,7.732994027,7.835846966,7.846682519,7.921523724,7.977214637,8.164079028,8.129540664,8.042544582,7.751160087,7.817142226,7.559336469,7.475510357,7.487114664,7.15026638,7.139907571,6.945694983,6.505894924,6.354852033,6.292281626,6.159494478
"Northern Mariana Islands",7.776239274,7.53628958,7.290079178,7.05316199,6.857419864,6.691747789,6.56815494,6.467940215,6.353481779,6.035407789,6.236136337,6.407251706,6.534432792,6.573811859,6.929991662,7.025715661,7.048597577,7.062215532,6.993230352,6.962450798,6.882596901,6.804587992,6.779039049,6.629453127,6.764820997,6.784223256,6.840236814,6.888814773
Norway,2.209210092,2.125843917,2.067673619,1.933801746,1.899485764,1.858199242,1.758994673,1.749772457,1.754862118,1.789500231,1.781510056,1.770367806,1.782761086,1.679788399,1.635241631,1.561424998,1.441662236,1.340521809,1.323906033,1.35646721,1.282931778,1.264031688,1.175265483,1.185853431,1.154005544,1.062168243,1.056449035,1.07255631
Oman,5.992038466,5.571690818,5.186250759,4.757487535,4.619407972,4.385766955,4.069674572,3.846406945,3.545917882,3.296454327,3.171936065,3.021198855,2.866734514,2.720967918,2.55384809,2.391305211,2.428044106,2.702388409,2.728269864,2.807133714,2.813471614,2.863291842,2.711430079,2.527690312,2.427056181,2.342226384,2.227370579,2.133217326
Pakistan,13.70870369,13.66776202,14.069374,14.06124503,14.16415179,14.22762204,14.03649564,13.86297471,13.25568727,12.61729601,11.88678749,11.2087675,10.60836369,10.16469399,9.585276476,9.274943671,8.973630482,8.416408858,8.658479749,8.476927024,8.099557007,7.782601613,7.493828371,7.197270046,7.10569836,6.800762828,6.449764895,6.087915056
Panama,7.693136844,7.499285201,7.283174105,7.329479919,7.120654985,6.996163942,6.562727987,6.301901089,5.867405221,5.667137361,5.215871079,4.781451668,4.786946655,4.821154279,4.50386254,4.34772769,4.367741062,4.31539771,4.487993605,4.501081393,4.366951979,4.252052617,4.113445197,3.842503084,3.729117978,3.474506444,3.387804768,3.385837572
"Papua New Guinea",19.60628132,19.31869697,18.95820757,18.39431275,17.96984629,17.67522108,17.48597172,17.39969935,17.71417806,17.97416791,18.26167258,18.48690543,18.69817145,18.74880524,18.88252744,19.14490079,19.35723368,19.30000331,19.16328737,18.89897591,18.68127364,18.43686711,18.23035235,18.01281897,17.65208948,17.1698715,17.01571679,16.70010509
Paraguay,3.301942539,3.192531565,3.332459566,3.452154001,3.483959015,3.59451488,3.650958859,3.536790482,3.469584201,3.411598692,3.173522869,2.960401888,2.879185956,2.922870075,2.981308241,2.916361907,2.878363996,2.816034362,2.853376355,2.956361373,2.862732698,2.775834027,2.665751755,2.704720432,2.654896791,2.521399936,2.459412311,2.434425635
Peru,7.23754538,6.834712284,6.93842088,6.755743484,6.359753519,6.060337882,6.17788539,6.034547573,5.782730905,5.418845776,5.237878166,4.724253485,4.352971189,4.213764983,4.007537406,3.830917953,3.542336632,3.33766067,3.328637641,3.410287974,3.294840549,3.196293057,3.069948913,2.945406292,2.759442986,2.638148975,2.609719635,2.546376681
Philippines,7.857909155,7.487396308,6.98808247,6.785153181,6.661321451,6.605712962,6.41586964,6.229471695,6.221708065,6.318137153,6.403966304,6.377312884,6.293402279,6.218617847,6.204726217,6.10264677,6.107592054,5.96911211,5.981304471,5.958757928,5.800951219,5.757619659,5.640396222,5.484788929,5.398270351,5.434775109,5.262091282,5.069296025
Poland,4.656572793,4.836081825,4.67630379,4.242207172,4.407329413,4.301944074,3.898359496,3.935936386,3.863618205,3.896085573,3.487015921,3.446783103,3.394747958,3.286914838,3.274225386,3.273397803,3.281997289,3.279940349,3.19111439,3.078546271,2.947789143,2.844098721,2.771558908,2.639147052,2.451563616,2.44397672,2.406679667,2.355526764
Portugal,2.536695301,2.543221017,2.328892832,2.169804934,1.961979159,1.907738877,1.918501356,1.828561748,1.722008674,1.69965634,1.706531637,1.707129499,1.829251462,1.821294025,1.769858555,1.547997585,1.539520633,1.46846507,1.428379366,1.407841742,1.373943287,1.2984104,1.251821578,1.2306732,1.1933918,1.112023249,1.121168117,1.131512386
"Puerto Rico",3.364670663,3.262991126,3.13862714,3.006646414,2.660527259,2.562622311,2.300517876,2.157771831,2.086425747,1.807246342,1.630107569,1.590658316,1.4473121,1.379958543,1.383527626,1.365870019,1.32079423,1.320287861,1.286723624,1.31478766,1.227867665,1.284284295,1.220493348,1.178440057,1.129282649,1.094975912,1.137900963,1.16541659
Qatar,2.500128999,2.396741304,2.297402548,2.172952544,2.056759293,1.926962281,2.080766873,2.168992388,2.220881947,2.271670417,2.299718911,2.300469599,2.234904227,2.155135109,2.061450486,1.985671394,2.054574935,2.051635951,1.978433374,2.024129537,1.809140906,1.728868887,1.645550162,1.569826906,1.487853624,1.377624461,1.331035333,1.300938268
Romania,7.355851105,7.092313919,7.378382469,7.432613561,7.805785416,8.112981623,8.47408647,8.959654017,8.337221316,7.091515781,6.474271547,6.240100652,6.011548779,5.728176939,5.419030798,5.276711662,5.065022483,4.840847908,4.813338287,4.611275198,4.457762403,3.925547624,3.837204873,3.691925404,3.728770222,3.635219049,3.622915099,3.674122997
Russia,9.015261207,9.416224897,10.38502574,12.88109529,14.55116635,14.01539072,12.44547932,11.26541244,11.19416421,12.22394366,12.74836232,12.78575462,12.60392593,12.42288992,12.05165563,12.26206036,10.67999009,9.814051563,9.398232609,8.486951103,8.377607147,7.411997135,6.969455682,6.562640531,6.454574828,5.974593008,5.694354344,5.649443814
Rwanda,8.861086933,9.292928042,9.445926547,10.98035799,13.51826319,12.11595712,10.1639321,9.841427445,9.882197409,9.908185292,9.091478521,8.450311055,7.530778327,6.76743919,6.311028294,5.845886081,5.431735277,5.071931158,4.523092758,4.159970829,3.904894277,3.693890121,3.327332392,3.201898231,3.218337268,3.160878715,2.971800073,2.842543181
"Saint Lucia",7.793308813,7.657805372,7.457042028,7.47115835,7.27770038,7.109056929,6.998299664,6.794588877,6.669042313,6.313100574,6.198881994,6.133310154,6.076526854,5.968807433,6.017007249,5.992163606,5.882426057,5.64175553,5.401117576,5.320737312,5.264868913,5.326864482,5.395135077,5.582817401,5.613675038,5.583220729,5.565022238,5.561398479
"Saint Thomas and Principe",4.875513173,4.734627571,4.529605592,4.474868826,4.445146064,4.371263078,4.259853405,4.165031531,4.045439191,3.832696204,3.878731302,3.623107413,3.381148921,3.249793983,3.014957815,2.694473336,2.588995204,2.462179115,2.480137391,2.373256926,2.245960538,2.196595334,2.236315616,2.201787668,2.111917713,2.028375768,1.932506836,1.887453364
"Saint Vincent and Grenadines",7.132257215,7.128134417,7.028806066,6.885279061,6.804118371,6.802708075,6.777326017,6.877375651,7.036243141,6.92553396,6.735611935,6.925410592,6.834681883,6.635070411,6.470623231,6.498944856,6.445365224,6.398262185,6.38301674,6.339222023,6.304659632,6.291867456,6.336241285,6.592984603,6.633061762,6.532972007,6.649421872,6.584224082
Samoa,5.771262323,5.746392108,5.717250596,5.683782637,5.692680191,5.635363866,5.600000652,5.516857831,5.384710551,5.525882541,5.539621215,5.504281127,5.448604989,5.375754573,5.296575719,5.275771251,5.214669236,5.113396632,5.001721002,4.909089173,4.917892473,4.873990925,4.898837043,4.849348319,4.758259254,4.667743946,4.602159027,4.567162237
"Saudi Arabia",7.983832703,7.959131699,7.502063395,7.108568989,6.689290204,6.393522403,6.085291131,5.761745181,5.520734922,5.321092724,5.142958003,4.996042489,4.970776776,4.88184231,4.715982999,4.656278685,4.505782996,4.407196875,4.312097166,4.210911242,4.149471906,4.104495825,4.07243131,4.049310163,4.028735132,3.985212013,3.930568012,3.846279763
Senegal,8.872521474,8.398427425,8.067816736,7.801566379,7.688308927,7.466371353,7.287554102,7.064229482,6.805067984,6.609949681,6.418053497,6.307045668,6.13246342,6.01734183,6.175513091,5.973709409,5.585491646,5.253338974,4.900315258,4.473787178,4.227496453,4.03552975,3.837307077,3.700096809,3.77127315,3.678196514,3.548237634,3.422749595
Serbia,2.813146977,2.512880418,2.590108933,2.567454938,2.56228373,2.612348666,2.602460792,2.573757125,2.320214159,2.278599484,2.279122724,2.16635916,2.16072378,2.137110104,2.07556735,2.018201235,1.875779473,1.778854133,1.711860363,1.651764509,1.552283145,1.474759752,1.426191328,1.363486394,1.36100641,1.362319876,1.307945717,1.282879405
Seychelles,14.37874754,14.88058255,15.14198195,15.31911118,15.69479817,15.69397484,15.36463014,15.25975749,15.14914377,14.91114274,14.79227313,14.54043683,14.31855951,13.97614523,13.71259392,13.16059124,12.74849335,12.52000699,12.35718462,12.31902652,12.03934401,11.91747682,12.00729556,12.3027617,12.35910844,12.36478124,12.32821155,12.3015865
"Sierra Leone",12.80242503,12.92771384,12.79208242,11.84712753,11.01129704,10.58075539,10.09579899,9.85258745,9.680926707,9.125654215,8.656215265,8.210745507,7.842189281,7.546565984,7.490806571,7.283960151,7.150795091,6.946376022,6.575005313,6.418342034,6.426380546,6.212918292,6.174417842,6.031132298,5.840471829,5.493962494,5.07850642,4.810421779
Singapore,2.047652895,1.839666333,1.71973364,1.602250582,1.541204716,1.436151584,1.41010502,1.29384415,1.173974367,1.108870814,1.062498366,1.004748004,0.9236377,0.857388453,0.844358786,0.852006404,0.802889156,0.786375674,0.74752969,0.6838556,0.663631966,0.645661698,0.575148288,0.511159866,0.470019672,0.464010183,0.461996569,0.470433437
Slovakia,3.974581295,3.925080192,3.783737875,3.427016624,3.282504733,3.223097396,3.111817029,3.189345802,3.267786294,3.150527758,3.042938046,2.987117063,2.988616909,2.875590833,2.729772319,2.744354734,2.64038558,2.724380589,2.7991536,2.740671648,2.712219273,2.601413744,2.54571528,2.460470031,2.457961045,2.459942655,2.326817471,2.252042557
Slovenia,2.220352758,2.210019893,2.218045847,2.172252386,2.128987657,1.827017817,1.827270659,1.741676402,1.861792725,1.745239477,1.650102551,1.68472275,1.667918035,1.641765213,1.464148425,1.34346828,1.405751492,1.402788614,1.353247519,1.287073372,1.231856143,1.131983121,1.165064038,1.112089796,1.030280842,1.060770221,1.054656681,1.050170191
"Solomon Islands",11.77453432,11.67572243,11.51278428,11.34751378,11.19325967,11.03559879,10.96720406,10.89872329,11.26327842,11.48105263,11.61503832,11.69518206,11.70321225,11.48903985,11.19570093,11.13927272,11.06390439,11.11502255,10.9755283,10.80500591,10.72936993,10.54117447,10.29743387,10.23068493,10.05989397,10.10349477,9.962909734,9.836674211
Somalia,9.104571359,9.442075231,9.743135483,10.11744419,10.4447963,10.53068039,10.32542197,10.07831232,9.676796695,9.140078719,8.692865346,8.113767715,7.635859955,7.184463541,6.716655291,6.294477765,6.137393023,6.262343605,6.518479978,6.360093109,6.139151064,5.842172357,5.542293204,5.254954526,5.04316164,4.734705197,4.565270627,4.30978709
